Grid ID,Topological Type,tb,r,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror,Parents
S1554,13n1901,-8,1,--,--,S1555,"{'G2047', 'G2048'}"
S1555,13n1901,-8,1,--,--,S1554,"{'G2046', 'G2049'}"
S1556,13n1907,-16,-1,--,--,S1556,"{'G2053', 'G2052', 'G2050', 'G2051'}"
S1557,13n1907,-16,-3,--,--,S1558,{'G2050'}
S1558,13n1907,-16,-3,--,--,S1557,{'G2051'}
S1559,13n1907,-16,1,--,--,S1559,"{'G2055', 'G2052', 'G2054', 'G2053'}"
S1560,13n1907,-16,3,--,--,S1561,{'G2055'}
S1561,13n1907,-16,3,--,--,S1560,{'G2054'}
S1562,m13n1907,4,-1,--,--,S1562,{'G2057'}
S1563,m13n1907,4,-1,--,--,S1563,{'G2056'}
S1564,m13n1907,4,1,--,--,S1564,{'G2056'}
S1565,m13n1907,4,1,--,--,?,{'G2057'}
S1566,13n1916,-12,-1,--,--,S1567,"{'G2063', 'G2061', 'G2059'}"
S1567,13n1916,-12,-1,--,--,S1566,"{'G2060', 'G2062', 'G2058'}"
S1568,13n1916,-12,-3,--,--,S1569,{'G2059'}
S1569,13n1916,-12,-3,--,--,S1568,{'G2058'}
S1570,13n1916,-12,1,--,--,S1571,"{'G2060', 'G2062', 'G2065'}"
S1571,13n1916,-12,1,--,--,S1570,"{'G2063', 'G2061', 'G2064'}"
S1572,13n1916,-12,3,--,--,S1573,{'G2065'}
S1573,13n1916,-12,3,--,--,S1572,{'G2064'}
S1574,m13n1916,0,-1,--,--,S1576,{'G2068'}
S1575,m13n1916,0,-1,--,--,S1577,{'G2066'}
S1576,m13n1916,0,-1,--,--,S1574,"{'G2070', 'G2069'}"
S1577,m13n1916,0,-1,--,--,S1575,"{'G2067', 'G2071'}"
S1578,m13n1916,0,1,--,--,S1581,{'G2068'}
S1579,m13n1916,0,1,--,--,S1580,"{'G2067', 'G2071'}"
S1580,m13n1916,0,1,--,--,S1579,{'G2066'}
S1581,m13n1916,0,1,--,--,S1578,"{'G2070', 'G2069'}"
S1582,13n1945,-5,-2,--,--,S1583,{'G2072'}
S1583,13n1945,-5,-2,--,--,S1582,{'G2073'}
S1584,13n1945,-5,0,S1585,?,S1585,"{'G2072', 'G2074'}"
S1585,13n1945,-5,0,?,?,S1584,"{'G2075', 'G2073'}"
S1586,13n1945,-5,2,--,--,S1587,{'G2074'}
S1587,13n1945,-5,2,--,--,S1586,{'G2075'}
S1588,m13n1945,-7,-2,--,--,S1591,"{'G2079', 'G2082'}"
S1589,m13n1945,-7,-2,--,--,S1590,"{'G2077', 'G2081'}"
S1590,m13n1945,-7,-2,--,--,S1589,"{'G2076', 'G2080'}"
S1591,m13n1945,-7,-2,--,--,S1588,"{'G2083', 'G2078'}"
S1592,m13n1945,-7,0,?,?,S1593,"{'G2084', 'G2077', 'G2086', 'G2083', 'G2091', 'G2078', 'G2090', 'G2081'}"
S1593,m13n1945,-7,0,?,?,S1592,"{'G2085', 'G2082', 'G2088', 'G2076', 'G2080', 'G2079', 'G2087', 'G2089'}"
S1594,m13n1945,-7,2,--,--,S1597,"{'G2090', 'G2084'}"
S1595,m13n1945,-7,2,--,--,S1596,"{'G2088', 'G2089'}"
S1596,m13n1945,-7,2,--,--,S1595,"{'G2091', 'G2086'}"
S1597,m13n1945,-7,2,--,--,S1594,"{'G2085', 'G2087'}"
S1598,13n2102,-16,-1,--,--,S1599,"{'G2097', 'G2092', 'G2096'}"
S1599,13n2102,-16,-1,--,--,S1598,"{'G2094', 'G2095', 'G2093'}"
S1600,13n2102,-16,-3,--,--,S1601,{'G2092'}
S1601,13n2102,-16,-3,--,--,S1600,{'G2093'}
S1602,13n2102,-16,1,--,--,S1603,"{'G2094', 'G2095', 'G2099'}"
S1603,13n2102,-16,1,--,--,S1602,"{'G2097', 'G2098', 'G2096'}"
S1604,13n2102,-16,3,--,--,S1605,{'G2098'}
S1605,13n2102,-16,3,--,--,S1604,{'G2099'}
S1606,m13n2102,4,-1,--,--,S1608,"{'G2104', 'G2100'}"
S1607,m13n2102,4,-1,--,--,?,{'G2101'}
S1608,m13n2102,4,-1,--,--,S1606,"{'G2103', 'G2102'}"
S1609,m13n2102,4,1,--,--,S1610,"{'G2104', 'G2100'}"
S1610,m13n2102,4,1,--,--,S1609,"{'G2103', 'G2102'}"
S1611,m13n2102,4,1,--,--,?,{'G2101'}
S1612,13n2303,-3,-2,--,--,S1613,"{'G2105', 'G2106'}"
S1613,13n2303,-3,-2,--,--,S1612,"{'G2107', 'G2108'}"
S1614,13n2303,-3,0,?,?,S1615,"{'G2110', 'G2112', 'G2105', 'G2106'}"
S1615,13n2303,-3,0,?,?,S1614,"{'G2111', 'G2107', 'G2108', 'G2109'}"
S1616,13n2303,-3,2,--,--,S1617,"{'G2111', 'G2109'}"
S1617,13n2303,-3,2,--,--,S1616,"{'G2110', 'G2112'}"
S1618,m13n2303,-9,-2,--,--,S1619,{'G2114'}
S1619,m13n2303,-9,-2,--,--,S1618,{'G2113'}
S1620,m13n2303,-9,0,S1621,?,S1621,"{'G2115', 'G2114'}"
S1621,m13n2303,-9,0,S1620,?,S1620,"{'G2116', 'G2113'}"
S1622,m13n2303,-9,2,--,--,S1623,{'G2116'}
S1623,m13n2303,-9,2,--,--,S1622,{'G2115'}
S1624,13n2428,-16,-1,--,--,S1625,"{'G2117', 'G2122', 'G2121'}"
S1625,13n2428,-16,-1,--,--,S1624,"{'G2118', 'G2120', 'G2119'}"
S1626,13n2428,-16,-3,--,--,S1627,{'G2118'}
S1627,13n2428,-16,-3,--,--,S1626,{'G2117'}
S1628,13n2428,-16,1,--,--,S1629,"{'G2124', 'G2122', 'G2121'}"
S1629,13n2428,-16,1,--,--,S1628,"{'G2123', 'G2120', 'G2119'}"
S1630,13n2428,-16,3,--,--,S1631,{'G2124'}
S1631,13n2428,-16,3,--,--,S1630,{'G2123'}
S1632,m13n2428,4,-1,--,--,S1633,"{'G2128', 'G2127'}"
S1633,m13n2428,4,-1,--,--,S1632,"{'G2130', 'G2126'}"
S1634,m13n2428,4,-1,--,--,S1635,{'G2125'}
S1635,m13n2428,4,-1,--,--,S1634,"{'G2129', 'G2131'}"
S1636,m13n2428,4,1,--,--,S1637,"{'G2129', 'G2131'}"
S1637,m13n2428,4,1,--,--,S1636,{'G2125'}
S1638,m13n2428,4,1,--,--,S1639,"{'G2130', 'G2126'}"
S1639,m13n2428,4,1,--,--,S1638,"{'G2128', 'G2127'}"
S1640,13n2436,-3,-2,--,--,S1641,{'G2132'}
S1641,13n2436,-3,-2,--,--,S1640,{'G2133'}
S1642,13n2436,-3,0,?,?,S1643,"{'G2135', 'G2132'}"
S1643,13n2436,-3,0,?,?,S1642,"{'G2134', 'G2133'}"
S1644,13n2436,-3,2,--,--,S1645,{'G2134'}
S1645,13n2436,-3,2,--,--,S1644,{'G2135'}
S1646,m13n2436,-9,-2,--,--,S1647,{'G2136'}
S1647,m13n2436,-9,-2,--,--,S1646,{'G2137'}
S1648,m13n2436,-9,0,S1649,?,S1649,"{'G2138', 'G2137'}"
S1649,m13n2436,-9,0,S1648,?,S1648,"{'G2139', 'G2136'}"
S1650,m13n2436,-9,2,--,--,S1651,{'G2138'}
S1651,m13n2436,-9,2,--,--,S1650,{'G2139'}
S1652,13n2491,-13,-2,--,--,S1653,{'G2141'}
S1653,13n2491,-13,-2,--,--,S1652,{'G2140'}
S1654,13n2491,-13,0,?,?,S1655,"{'G2140', 'G2143'}"
S1655,13n2491,-13,0,?,?,S1654,"{'G2142', 'G2141'}"
S1656,13n2491,-13,2,--,--,S1657,{'G2142'}
S1657,13n2491,-13,2,--,--,S1656,{'G2143'}
S1658,m13n2491,1,-2,--,--,S1659,"{'G2147', 'G2145'}"
S1659,m13n2491,1,-2,--,--,S1658,"{'G2146', 'G2144'}"
S1660,m13n2491,1,0,?,?,S1661,"{'G2148', 'G2149', 'G2147', 'G2145'}"
S1661,m13n2491,1,0,?,?,S1660,"{'G2150', 'G2151', 'G2146', 'G2144'}"
S1662,m13n2491,1,2,--,--,S1663,"{'G2148', 'G2149'}"
S1663,m13n2491,1,2,--,--,S1662,"{'G2150', 'G2151'}"
S1664,13n2492,-16,-1,--,--,S1665,"{'G2154', 'G2152', 'G2157'}"
S1665,13n2492,-16,-1,--,--,S1664,"{'G2156', 'G2153', 'G2155'}"
S1666,13n2492,-16,-3,--,--,S1667,{'G2153'}
S1667,13n2492,-16,-3,--,--,S1666,{'G2152'}
S1668,13n2492,-16,1,--,--,S1669,"{'G2156', 'G2158', 'G2155'}"
S1669,13n2492,-16,1,--,--,S1668,"{'G2159', 'G2154', 'G2157'}"
S1670,13n2492,-16,3,--,--,S1671,{'G2159'}
S1671,13n2492,-16,3,--,--,S1670,{'G2158'}
S1672,m13n2492,4,-1,--,--,S1675,"{'G2164', 'G2160'}"
S1673,m13n2492,4,-1,--,--,S1674,"{'G2162', 'G2163'}"
S1674,m13n2492,4,-1,--,--,S1673,"{'G2165', 'G2166'}"
S1675,m13n2492,4,-1,--,--,S1672,"{'G2167', 'G2161'}"
S1676,m13n2492,4,1,--,--,S1678,"{'G2167', 'G2161'}"
S1677,m13n2492,4,1,--,--,S1679,"{'G2165', 'G2166'}"
S1678,m13n2492,4,1,--,--,S1676,"{'G2164', 'G2160'}"
S1679,m13n2492,4,1,--,--,S1677,"{'G2162', 'G2163'}"
S1680,13n2527,-6,-1,--,--,S1683,"{'G2173', 'G2175'}"
S1681,m13n2527,-6,-1,--,--,S1682,"{'G2172', 'G2168'}"
S1682,m13n2527,-6,-1,--,--,S1681,"{'G2169', 'G2170'}"
S1683,13n2527,-6,-1,--,--,S1680,"{'G2174', 'G2171'}"
S1684,13n2527,-6,1,--,--,S1685,"{'G2174', 'G2171'}"
S1685,13n2527,-6,1,--,--,S1684,"{'G2173', 'G2175'}"
S1686,m13n2527,-6,1,--,--,S1687,"{'G2172', 'G2168'}"
S1687,m13n2527,-6,1,--,--,S1686,"{'G2169', 'G2170'}"
S1688,m13n2533,-4,-1,--,--,S1689,"{'G2179', 'G2176'}"
S1689,m13n2533,-4,-1,--,--,S1688,"{'G2178', 'G2177'}"
S1690,m13n2533,-4,-1,--,--,S1691,"{'G2181', 'G2182'}"
S1691,m13n2533,-4,-1,--,--,S1690,"{'G2183', 'G2180'}"
S1692,m13n2533,-4,1,--,--,S1693,"{'G2181', 'G2182'}"
S1693,m13n2533,-4,1,--,--,S1692,"{'G2183', 'G2180'}"
S1694,m13n2533,-4,1,--,--,S1695,"{'G2178', 'G2177'}"
S1695,m13n2533,-4,1,--,--,S1694,"{'G2179', 'G2176'}"
S1696,13n2533,-8,-1,--,--,S1697,"{'G2190', 'G2185', 'G2193', 'G2186', 'G2188'}"
S1697,13n2533,-8,-1,--,--,S1696,"{'G2191', 'G2189', 'G2192', 'G2184', 'G2187'}"
S1698,13n2533,-8,-3,--,--,S1699,{'G2184'}
S1699,13n2533,-8,-3,--,--,S1698,{'G2185'}
S1700,13n2533,-8,1,--,--,S1701,"{'G2191', 'G2189', 'G2192', 'G2187', 'G2194'}"
S1701,13n2533,-8,1,--,--,S1700,"{'G2190', 'G2195', 'G2193', 'G2186', 'G2188'}"
S1702,13n2533,-8,3,--,--,S1703,{'G2194'}
S1703,13n2533,-8,3,--,--,S1702,{'G2195'}
S1704,13n2787,-5,-2,--,--,?,{'G2197'}
S1705,13n2787,-5,-2,--,--,?,{'G2196'}
S1706,13n2787,-5,0,S1708,S1707,S1709,{'G2199'}
S1707,13n2787,-5,0,S1709,S1706,S1708,{'G2196'}
S1708,13n2787,-5,0,S1706,S1709,S1707,{'G2198'}
S1709,13n2787,-5,0,S1707,S1708,S1706,{'G2197'}
S1710,13n2787,-5,2,--,--,?,{'G2198'}
S1711,13n2787,-5,2,--,--,?,{'G2199'}
S1712,m13n2787,-7,-2,--,--,S1714,{'G2205'}
S1713,m13n2787,-7,-2,--,--,S1715,"{'G2200', 'G2202'}"
S1714,m13n2787,-7,-2,--,--,S1712,{'G2204'}
S1715,m13n2787,-7,-2,--,--,S1713,"{'G2203', 'G2201'}"
S1716,m13n2787,-7,0,?,?,S1717,"{'G2205', 'G2207', 'G2208', 'G2201', 'G2203', 'G2209'}"
S1717,m13n2787,-7,0,?,?,S1716,"{'G2200', 'G2211', 'G2202', 'G2210', 'G2206', 'G2204'}"
S1718,m13n2787,-7,2,--,--,S1721,"{'G2211', 'G2210'}"
S1719,m13n2787,-7,2,--,--,S1720,{'G2207'}
S1720,m13n2787,-7,2,--,--,S1719,{'G2206'}
S1721,m13n2787,-7,2,--,--,S1718,"{'G2209', 'G2208'}"
S1722,13n2872,-10,-1,--,--,S1722,"{'G2214', 'G2215'}"
S1723,13n2872,-10,1,--,--,S1723,"{'G2214', 'G2215'}"
S1724,m13n2872,-2,-1,--,--,S1724,"{'G2213', 'G2212'}"
S1725,m13n2872,-2,1,--,--,S1725,"{'G2213', 'G2212'}"
S1726,13n3414,-4,-1,--,--,S1727,"{'G2217', 'G2219'}"
S1727,13n3414,-4,-1,--,--,S1726,"{'G2216', 'G2218'}"
S1728,13n3414,-4,1,--,--,S1729,"{'G2216', 'G2218'}"
S1729,13n3414,-4,1,--,--,S1728,"{'G2217', 'G2219'}"
S1730,m13n3414,-8,-1,--,--,S1731,"{'G2221', 'G2220'}"
S1731,m13n3414,-8,-1,--,--,S1730,"{'G2222', 'G2223'}"
S1732,m13n3414,-8,1,--,--,S1733,"{'G2222', 'G2223'}"
S1733,m13n3414,-8,1,--,--,S1732,"{'G2221', 'G2220'}"
S1734,m13n3582,-3,-2,--,--,S1734,{'G2224'}
S1735,m13n3582,-3,0,S1735,S1735,S1735,"{'G2224', 'G2225'}"
S1736,m13n3582,-3,2,--,--,S1736,{'G2225'}
S1737,13n3582,-9,-2,--,--,S1738,"{'G2226', 'G2229'}"
S1738,13n3582,-9,-2,--,--,S1737,"{'G2227', 'G2228'}"
S1739,13n3582,-9,0,S1739,S1739,S1739,"{'G2230', 'G2226', 'G2227', 'G2233', 'G2231', 'G2229', 'G2228', 'G2232'}"
S1740,13n3582,-9,2,--,--,S1741,"{'G2233', 'G2232'}"
S1741,13n3582,-9,2,--,--,S1740,"{'G2230', 'G2231'}"
S1742,13n3589,-14,-1,--,--,S1742,"{'G2234', 'G2235'}"
S1743,13n3589,-14,1,--,--,S1743,"{'G2234', 'G2235'}"
S1744,m13n3589,2,-1,--,--,S1744,"{'G2237', 'G2236'}"
S1745,m13n3589,2,1,--,--,S1745,"{'G2237', 'G2236'}"
S1746,13n3602,-12,-1,--,--,S1746,"{'G2239', 'G2238'}"
S1747,13n3602,-12,1,--,--,S1747,"{'G2239', 'G2238'}"
S1748,m13n3602,0,-1,--,--,S1748,"{'G2240', 'G2241'}"
S1749,m13n3602,0,1,--,--,S1749,"{'G2240', 'G2241'}"
S1750,m13n3956,-3,-2,--,--,S1751,"{'G2243', 'G2244'}"
S1751,m13n3956,-3,-2,--,--,S1750,"{'G2242', 'G2245'}"
S1752,m13n3956,-3,0,?,?,S1753,"{'G2247', 'G2242', 'G2249', 'G2245'}"
S1753,m13n3956,-3,0,?,?,S1752,"{'G2243', 'G2244', 'G2246', 'G2248'}"
S1754,m13n3956,-3,2,--,--,S1755,"{'G2246', 'G2248'}"
S1755,m13n3956,-3,2,--,--,S1754,"{'G2247', 'G2249'}"
S1756,13n3956,-9,-2,--,--,S1757,{'G2251'}
S1757,13n3956,-9,-2,--,--,S1756,{'G2250'}
S1758,13n3956,-9,0,S1760,?,S1760,{'G2253'}
S1759,13n3956,-9,0,?,?,S1761,{'G2251'}
S1760,13n3956,-9,0,S1758,?,S1758,{'G2252'}
S1761,13n3956,-9,0,?,?,S1759,{'G2250'}
S1762,13n3956,-9,2,--,--,S1763,{'G2252'}
S1763,13n3956,-9,2,--,--,S1762,{'G2253'}
S1764,m13n3960,-16,-1,--,--,S1764,"{'G2255', 'G2256', 'G2257', 'G2254'}"
S1765,m13n3960,-16,-3,--,--,S1765,"{'G2255', 'G2254'}"
S1766,m13n3960,-16,1,--,--,S1766,"{'G2259', 'G2258', 'G2256', 'G2257'}"
S1767,m13n3960,-16,3,--,--,S1767,{'G2259'}
S1768,m13n3960,-16,3,--,--,S1768,{'G2258'}
S1769,13n3960,4,-1,--,--,S1769,"{'G2260', 'G2262'}"
S1770,13n3960,4,-1,--,--,S1770,"{'G2263', 'G2261'}"
S1771,13n3960,4,1,--,--,S1771,"{'G2260', 'G2262'}"
S1772,13n3960,4,1,--,--,S1772,"{'G2263', 'G2261'}"
S1773,m13n3979,-5,-2,--,--,S1773,{'G2264'}
S1774,m13n3979,-5,0,S1774,S1774,S1774,"{'G2265', 'G2264'}"
S1775,m13n3979,-5,2,--,--,S1775,{'G2265'}
S1776,13n3979,-7,-2,--,--,S1776,{'G2266'}
S1777,13n3979,-7,0,S1777,S1777,S1777,"{'G2267', 'G2266'}"
S1778,13n3979,-7,2,--,--,S1778,{'G2267'}
S1779,13n4084,-14,-1,--,--,S1779,"{'G2269', 'G2268'}"
S1780,13n4084,-14,1,--,--,S1780,"{'G2269', 'G2268'}"
S1781,m13n4084,2,-1,--,--,S1781,"{'G2271', 'G2270'}"
S1782,m13n4084,2,1,--,--,S1782,"{'G2271', 'G2270'}"
S1783,13n4104,-4,-1,--,--,S1784,{'G2272'}
S1784,13n4104,-4,-1,--,--,S1783,{'G2273'}
S1785,13n4104,-4,1,--,--,S1786,{'G2273'}
S1786,13n4104,-4,1,--,--,S1785,{'G2272'}
S1787,m13n4104,-8,-1,--,--,S1788,{'G2274'}
S1788,m13n4104,-8,-1,--,--,S1787,{'G2275'}
S1789,m13n4104,-8,1,--,--,S1790,{'G2274'}
S1790,m13n4104,-8,1,--,--,S1789,{'G2275'}
S1791,13n4508,-12,-1,--,--,S1792,"{'G2278', 'G2279'}"
S1792,13n4508,-12,-1,--,--,S1791,"{'G2276', 'G2277'}"
S1793,13n4508,-12,1,--,--,S1794,"{'G2276', 'G2277'}"
S1794,13n4508,-12,1,--,--,S1793,"{'G2278', 'G2279'}"
S1795,m13n4508,0,-1,--,--,S1796,"{'G2281', 'G2280'}"
S1796,m13n4508,0,-1,--,--,S1795,"{'G2282', 'G2283'}"
S1797,m13n4508,0,1,--,--,S1798,"{'G2282', 'G2283'}"
S1798,m13n4508,0,1,--,--,S1797,"{'G2281', 'G2280'}"
S1799,m13n4587,8,-1,--,--,S1799,{'G2284'}
S1800,m13n4587,8,1,--,--,S1800,{'G2284'}
S1801,m13n4634,-3,-2,--,--,S1801,{'G2285'}
S1802,m13n4634,-3,0,S1803,?,S1802,{'G2285'}
S1803,m13n4634,-3,0,S1802,?,S1803,{'G2286'}
S1804,m13n4634,-3,2,--,--,S1804,{'G2286'}
S1805,13n4634,-9,-2,--,--,S1805,{'G2287'}
S1806,13n4634,-9,0,S1806,S1806,S1806,"{'G2287', 'G2288'}"
S1807,13n4634,-9,2,--,--,S1807,{'G2288'}
S1808,m13n584,-13,-2,--,--,S1809,{'G2290'}
S1809,m13n584,-13,-2,--,--,S1808,{'G2289'}
S1810,m13n584,-13,0,S1811,?,S1811,"{'G2291', 'G2290'}"
S1811,m13n584,-13,0,S1810,?,S1810,"{'G2292', 'G2289'}"
S1812,m13n584,-13,2,--,--,S1813,{'G2291'}
S1813,m13n584,-13,2,--,--,S1812,{'G2292'}
S1814,13n584,1,-2,--,--,S1815,{'G2294'}
S1815,13n584,1,-2,--,--,S1814,{'G2293'}
S1816,13n584,1,0,S1817,?,S1817,"{'G2295', 'G2294'}"
S1817,13n584,1,0,S1816,?,S1816,"{'G2293', 'G2296'}"
S1818,13n584,1,2,--,--,?,{'G2296'}
S1819,13n584,1,2,--,--,?,{'G2295'}
S1820,13n586,-5,-2,--,--,S1820,{'G2297'}
S1821,13n586,-5,0,S1821,S1821,S1821,"{'G2297', 'G2298'}"
S1822,13n586,-5,2,--,--,S1822,{'G2298'}
S1823,m13n586,-7,-2,--,--,S1823,{'G2299'}
S1824,m13n586,-7,0,S1824,S1824,S1824,"{'G2299', 'G2300'}"
S1825,m13n586,-7,2,--,--,S1825,{'G2300'}
S1826,13n588,-16,-1,--,--,S1827,"{'G2308', 'G2309', 'G2310', 'G2301', 'G2303', 'G2312'}"
S1827,13n588,-16,-1,--,--,S1826,"{'G2307', 'G2304', 'G2305', 'G2306', 'G2302', 'G2311'}"
S1828,13n588,-16,-3,--,--,S1830,{'G2302'}
S1829,13n588,-16,-3,--,--,S1831,{'G2304'}
S1830,13n588,-16,-3,--,--,S1828,{'G2301'}
S1831,13n588,-16,-3,--,--,S1829,{'G2303'}
S1832,13n588,-16,1,--,--,S1833,"{'G2308', 'G2309', 'G2310', 'G2314', 'G2312', 'G2316'}"
S1833,13n588,-16,1,--,--,S1832,"{'G2313', 'G2305', 'G2306', 'G2315', 'G2311', 'G2307'}"
S1834,13n588,-16,3,--,--,S1837,{'G2315'}
S1835,13n588,-16,3,--,--,S1836,{'G2313'}
S1836,13n588,-16,3,--,--,S1835,{'G2314'}
S1837,13n588,-16,3,--,--,S1834,{'G2316'}
S1838,m13n588,4,-1,--,--,S1839,"{'G2318', 'G2319'}"
S1839,m13n588,4,-1,--,--,S1838,"{'G2317', 'G2320'}"
S1840,m13n588,4,1,--,--,S1841,"{'G2317', 'G2320'}"
S1841,m13n588,4,1,--,--,S1840,"{'G2318', 'G2319'}"
S1842,14n14356,-20,-1,--,--,S1842,{'G2321'}
S1843,14n14356,-20,-3,--,--,S1843,{'G2321'}
S1844,14n14356,-20,1,--,--,S1844,{'G2322'}
S1845,14n14356,-20,3,--,--,S1845,{'G2322'}
S1846,m14n14356,8,-1,--,--,S1846,{'G2324'}
S1847,m14n14356,8,-1,--,--,S1847,{'G2323'}
S1848,m14n14356,8,1,--,--,S1848,{'G2323'}
S1849,m14n14356,8,1,--,--,S1849,{'G2324'}
S1850,14n14798,-6,-1,--,--,S1851,"{'G2325', 'G2326'}"
S1851,14n14798,-6,-1,--,--,S1850,"{'G2328', 'G2327'}"
S1852,14n14798,-6,1,--,--,S1853,"{'G2328', 'G2327'}"
S1853,14n14798,-6,1,--,--,S1852,"{'G2325', 'G2326'}"
S1854,14n17954,-6,-1,--,--,S1854,{'G2329'}
S1855,14n17954,-6,1,--,--,S1855,{'G2329'}
S1856,14n21069,-12,-1,--,--,S1856,"{'G2330', 'G2331'}"
S1857,14n21069,-12,1,--,--,S1857,"{'G2330', 'G2331'}"
S1858,m14n21069,0,-1,--,--,S1858,"{'G2332', 'G2333', 'G2335', 'G2334'}"
S1859,m14n21069,0,1,--,--,S1859,"{'G2332', 'G2333', 'G2335', 'G2334'}"
S1860,14n21152,-12,-1,--,--,S1861,{'G2336'}
S1861,14n21152,-12,-1,--,--,S1860,{'G2337'}
S1862,14n21152,-12,1,--,--,S1863,{'G2337'}
S1863,14n21152,-12,1,--,--,S1862,{'G2336'}
S1864,m14n21152,0,-1,--,--,S1865,{'G2339'}
S1865,m14n21152,0,-1,--,--,S1864,{'G2338'}
S1866,m14n21152,0,1,--,--,S1867,{'G2338'}
S1867,m14n21152,0,1,--,--,S1866,{'G2339'}
S1868,14n21419,-12,-1,--,--,S1869,"{'G2342', 'G2341'}"
S1869,14n21419,-12,-1,--,--,S1868,"{'G2343', 'G2340'}"
S1870,14n21419,-12,1,--,--,S1871,"{'G2343', 'G2340'}"
S1871,14n21419,-12,1,--,--,S1870,"{'G2342', 'G2341'}"
S1872,m14n21419,0,-1,--,--,S1873,"{'G2347', 'G2346'}"
S1873,m14n21419,0,-1,--,--,S1872,"{'G2345', 'G2344'}"
S1874,m14n21419,0,1,--,--,S1875,"{'G2345', 'G2344'}"
S1875,m14n21419,0,1,--,--,S1874,"{'G2347', 'G2346'}"
S1876,14n21472,-5,-2,--,--,S1876,{'G2348'}
S1877,14n21472,-5,0,S1878,S1878,S1877,{'G2349'}
S1878,14n21472,-5,0,S1877,S1877,S1878,{'G2348'}
S1879,14n21472,-5,2,--,--,S1879,{'G2349'}
S1880,m14n21472,-7,-2,--,--,S1880,{'G2350'}
S1881,m14n21472,-7,0,S1882,S1882,S1881,{'G2351'}
S1882,m14n21472,-7,0,S1881,S1881,S1882,{'G2350'}
S1883,m14n21472,-7,2,--,--,S1883,{'G2351'}
S1884,14n21881,-22,-1,--,--,S1884,{'G2352'}
S1885,14n21881,-22,-3,--,--,S1885,"{'G2353', 'G2352'}"
S1886,14n21881,-22,-5,--,--,S1886,{'G2353'}
S1887,14n21881,-22,1,--,--,S1887,{'G2354'}
S1888,14n21881,-22,3,--,--,S1888,"{'G2354', 'G2355'}"
S1889,14n21881,-22,5,--,--,S1889,{'G2355'}
S1890,m14n21881,10,-1,--,--,S1890,{'G2357'}
S1891,m14n21881,10,-1,--,--,S1891,{'G2356'}
S1892,m14n21881,10,1,--,--,S1892,{'G2357'}
S1893,m14n21881,10,1,--,--,S1893,{'G2356'}
S1894,m14n22172,-3,-2,--,--,S1894,{'G2358'}
S1895,m14n22172,-3,0,S1895,S1895,S1895,"{'G2359', 'G2358'}"
S1896,m14n22172,-3,2,--,--,S1896,{'G2359'}
S1897,14n22172,-9,-2,--,--,S1897,{'G2360'}
S1898,14n22172,-9,0,S1899,S1899,S1898,{'G2360'}
S1899,14n22172,-9,0,S1898,S1898,S1899,{'G2361'}
S1900,14n22172,-9,2,--,--,S1900,{'G2361'}
S1901,14n3155,-6,-1,--,--,S1902,"{'G2362', 'G2363'}"
S1902,14n3155,-6,-1,--,--,S1901,"{'G2365', 'G2364'}"
S1903,14n3155,-6,1,--,--,S1904,"{'G2365', 'G2364'}"
S1904,14n3155,-6,1,--,--,S1903,"{'G2362', 'G2363'}"
S1905,14n5294,-10,-1,--,--,S1905,"{'G2369', 'G2368'}"
S1906,14n5294,-10,1,--,--,S1906,"{'G2369', 'G2368'}"
S1907,m14n5294,-2,-1,--,--,S1907,"{'G2367', 'G2366'}"
S1908,m14n5294,-2,1,--,--,S1908,"{'G2367', 'G2366'}"
S1909,14n8212,-6,-1,--,--,S1910,"{'G2372', 'G2373'}"
S1910,14n8212,-6,-1,--,--,S1909,"{'G2370', 'G2371'}"
S1911,14n8212,-6,1,--,--,S1912,"{'G2372', 'G2373'}"
S1912,14n8212,-6,1,--,--,S1911,"{'G2370', 'G2371'}"
S1913,m14n8584,-6,-1,--,--,S1915,"{'G2374', 'G2375'}"
S1914,14n8584,-6,-1,--,--,S1916,"{'G2380', 'G2378'}"
S1915,m14n8584,-6,-1,--,--,S1913,"{'G2381', 'G2376'}"
S1916,14n8584,-6,-1,--,--,S1914,"{'G2377', 'G2379'}"
S1917,m14n8584,-6,1,--,--,S1918,"{'G2374', 'G2375'}"
S1918,m14n8584,-6,1,--,--,S1917,"{'G2381', 'G2376'}"
S1919,14n8584,-6,1,--,--,S1920,"{'G2380', 'G2378'}"
S1920,14n8584,-6,1,--,--,S1919,"{'G2377', 'G2379'}"
S1921,14n8700,-6,-1,--,--,S1922,"{'G2385', 'G2382'}"
S1922,14n8700,-6,-1,--,--,S1921,"{'G2383', 'G2384'}"
S1923,14n8700,-6,1,--,--,S1924,"{'G2385', 'G2382'}"
S1924,14n8700,-6,1,--,--,S1923,"{'G2383', 'G2384'}"
S1925,14n9408,-10,-1,--,--,S1926,"{'G2390', 'G2391'}"
S1926,14n9408,-10,-1,--,--,S1925,"{'G2392', 'G2393'}"
S1927,14n9408,-10,1,--,--,S1928,"{'G2390', 'G2391'}"
S1928,14n9408,-10,1,--,--,S1927,"{'G2392', 'G2393'}"
S1929,m14n9408,-2,-1,--,--,S1930,"{'G2386', 'G2388'}"
S1930,m14n9408,-2,-1,--,--,S1929,"{'G2387', 'G2389'}"
